"X1","X2"
"Prg4",0.855767010893325
"Ivns1abp",0.999988167704889
"Smg7",0.525516416380065
"Smg7",0.474483583619935
"Qsox1",0.237655529378478
"Qsox1",0.237655529378478
"Abl2",0.951673788138235
"Ralgps2",1
"Ralgps2",2.84923950849624e-19
"Ralgps2",0.999968914483763
"Ralgps2",0.999999804613376
"Sec16b",0.999509497648853
"Astn1",8.17270798388431e-05
"Cenpl",0.10719677987443
"Fasl",0.00444432777853482
"Pigc",0.145819405625976
"Prrx1",0.00253162049223016
"Scyl3",8.68537002450541e-09
"Scyl3",0.99998108562481
"Scyl3",0.99999999131463
"Sell",0.993510694681713
"Slc19a2",0.551263212168085
"Blzf1",3.16222052345408e-06
"Blzf1",0.567387944310107
"Mpzl1",0.592136850851193
"Rcsd1",0.646588372318742
"Cd247",3.07634045770781e-14
"Cd247",0.000191865023981245
"Cd247",0.999999999839661
"Pou2f1",0.251056061603113
"Pogk",0.837288581217712
"Fam78b",0.640674904806538
"Fam78b",0.629677633567038
"Pbx1",0.999947990474678
"Pbx1",0.146661018322837
"Fcrla",1.04127118211323e-08
"Fcgr2b",0.594580472059265
"Nr1i3",0.999358894078088
"Dedd",0.355212640359254
"Nit1",0.241355677613298
"Pvrl4",0.496894631756731
"Ly9",0.370929877088297
"Pydc4",0.00321388286805317
"Ifi203",0.306772850494695
"Ifi202b",0.719608129981548
"Ifi202b",0.280391870018451
"Rgs7",6.34770014779969e-06
"Cnih3",1
"Cnih3",0.00985547800813375
"Enah",0.844994623243743
"Enah",0.0189180745214743
"Enah",0.155005376756257
"Enah",0.155005376756257
"Disp1",5.02210748328719e-09
"Disp1",4.19987403056001e-06
"Taf1a",0.999961373250679
"Taf1a",3.86267493205024e-05
"Taf1a",3.86267493205024e-05
"Taf1a",0.618761387200906
"Kcnk2",0.999999999114108
"Angel2",0.656233753645792
"Angel2",0.8253155579197
"Tatdn3",0.677901379349745
"Tatdn3",4.43045347866085e-06
"Rcor3",0.429119746946937
"Rcor3",1
"Rcor3",0.256630986721339
"Kcnh1",0.000579880239308702
"Cd34",0.289576332558059
"Mthfd1l",0.798702463969715
"Rgs17",0.0267432716052475
"Ipcef1",0.998819482284877
"Ipcef1",0.998819482284877
"Grm1",0.00232515785663969
"B230208H11Rik",6.04297530234466e-06
"Stx11",0.688484783571299
"Stx11",0.38210288605502
"Reps1",0.642815256531119
"Nhsl1",0.546884711088624
"Pex7",0.978388242084337
"Map7",1.53380497825384e-05
"Bclaf1",0.755294119789004
"Myb",0.367289932554953
"Med23",4.31798475556236e-05
"Rnf146",4.00008635420249e-05
"Rnf146",0.813004468735193
"Rnf146",8.76895915967699e-05
"Rnf146",0.905046733818172
"Frk",0.565326896841222
"Hs3st5",0.999377808782667
"Hs3st5",1.89322357983759e-14
"Fyn",0.999982581809057
"BC021785",1
"Cdk19",0.999999339289578
"Cdk19",0.999917319476765
"Cdk19",0.807461537008585
"Zbtb24",0.999999845807557
"Zbtb24",1.96059544852619e-07
"Cep57l1",1.22410613077273e-06
"Cep57l1",0.511800688871491
"Grik2",0.00201033346821959
"Gp49a",0.701984890110572
"Gopc",7.9283355666704e-06
"Pln",3.8130567833737e-06
"Pkib",0.0978120277549242
"Pkib",0.0133060230120491
"Pkib",1.82437413633578e-05
"Lims1",0.0418243939283796
"Psap",0.999999999884315
"Cdh23",0.725066733231483
"Tbata",0.94033407056614
"Tbata",0.00121725270116362
"Tysnd1",2.24671344729289e-06
"Tysnd1",0.894510690679916
"Tysnd1",0.999997753043462
"Tysnd1",0.999997753286552
"Aifm2",0.999963086284613
"Aifm2",0.570403912186664
"Aifm2",0.570412957788342
"Hk1",0.0901485257506732
"Tet1",0.998991612482698
"Herc4",7.44448339979666e-06
"Reep3",0.0177969833215588
"Rhobtb1",4.05439549387029e-06
"Ank3",0.486605862273981
"Ank3",0.298504487498169
"Ank3",0.150442930891612
"Ank3",0.282865652489496
"Ank3",0.737732958934227
"Pcdh15",0.0116795659427335
"Pcdh15",0.999999955148308
"Pcdh15",0.999999998648592
"Pcdh15",5.43393264326039e-47
"Smarcb1",0.559273431265153
"Pcnt",0.239346452779359
"Adarb1",0.000328307567582419
"Adarb1",0.229791424421756
"Aire",0.115115033840472
"Aire",0.178279615492816
"Aire",0.896038156818152
"Aire",0.891871400790011
"Aire",0.991601467206756
"Aire",0.97932912323745
"Aire",0.818847631415471
"Aire",0.762545530119784
"Aire",0.891871400790011
"Dnmt3l",0.31336734008901
"Dnmt3l",2.50151729368785e-17
"Dnmt3l",7.98269945099355e-17
"Theg",0.000182189923873538
"Bsg",0.0476798109086601
"Rnf126",0.898351220752495
"Rnf126",0.898351220752495
"Palm",1.92745091824236e-05
"BC005764",0.120790214984959
"Ptbp1",0.320992158800216
"Ptbp1",0.999748674106637
"Gpx4",0.999999999998578
"Dos",0.3858929304823
"Reep6",5.14906649062578e-06
"Adamtsl5",0.217742397602789
"Csnk1g2",0.172396432983821
"Matk",6.77500912201809e-59
"Pip5k1c",0.095352054829095
"Tbxa2r",9.66776622898122e-05
"Nfic",0.844867304404796
"Aes",0.00198440784775434
"Aes",0.998015592152246
"Aes",0.00198440784775434
"Tle2",0.213798091140265
"Tle2",0.213798091140265
"Sirt6",0.538008849557522
"1190007I07Rik",0.865043552352976
"1190007I07Rik",6.27974738308134e-05
"1190007I07Rik",0.999990202374014
"Tdg",0.998767739868208
"Txnrd1",0.552044947887424
"Ric8b",0.428875957355053
"BC030307",0.308497212060446
"Igf1",0.407541401819862
"Chpt1",0.491721339107435
"Mybpc1",0.407829848113313
"Mybpc1",0.592170151886687
"Ano4",0.00371654431284371
"Ano4",0.996283455687156
"Ano4",0.00371654431284371
"Ano4",0.996283455687156
"Gas2l3",0.863489333571367
"Nr1h4",0.0200005286510112
"Anks1b",0.129257528906681
"Anks1b",0.999999999999898
"Anks1b",0.0506761154555643
"Anks1b",0.50163671057681
"Apaf1",0.529882384134857
"Apaf1",0.999752482098352
"Tmpo",0.743141757856566
"Tmpo",0.801955702237759
"Tmpo",0.407295854456738
"Elk3",0.990207090777404
"5730420D15Rik",0.00211874728054197
"Slc6a15",5.0629040810887e-05
"Lin7a",0.993199364373052
"Lin7a",0.00940456977192462
"Syt1",0.0236284766279851
"Osbpl8",0.774711538155309
"Tspan8",0.999695426979733
"Tspan8",0.365924694985783
"Tspan8",0.999472352810116
"Ptprr",0.00598082763433079
"Cnot2",0.845279883593395
"Cnot2",0.77280381651034
"Cnot2",0.22719618348966
"Cnot2",0.815370810096702
"4933412E12Rik",2.28597209183479e-05
"Mdm2",0.709740503048024
"Mdm1",0.999995662533443
"Mdm1",0.386149846525606
"Mdm1",0.614004394656191
"Grip1",0.231532390514273
"Grip1",0.0337338597687021
"Grip1",0.901069517711007
"Grip1",0.999500069136579
"Grip1",0.999538200617079
"Mon2",1.44071843194538e-07
"Mon2",1.44071843194538e-07
"Mon2",0.999999855928157
"Fam19a2",1.00224569898653e-26
"Fam19a2",0.931531026687358
"Os9",0.489448039195883
"B4galnt1",0.999999189660133
"Ddit3",0.906441279813267
"Mars",2.09504105551764e-06
"R3hdm2",0.983915633195513
"R3hdm2",0.0160843668044868
"R3hdm2",0.983789750939021
"R3hdm2",0.983915633195513
"Nab2",0.748151426660829
"Naca",0.0460969347015505
"Naca",0.0135766221994522
"Gls2",0.999992632475768
"Gls2",0.725415314487605
"Gls2",7.36752423169578e-06
"Gls2",5.34452571955601e-06
"Pan2",0.260711315357315
"Pan2",0.999972476815209
"Rnf41",0.981196662305965
"Rnf41",1.00561753362061e-05
"Rnf41",2.68913218511517e-44
"Rnf41",1.92845890733361e-26
"Rnf41",0.999989751216388
"Rnf41",1
"Rnf41",1
"Smarcc2",0.0737736168320234
"Smarcc2",0.754353353041051
"Cdk2",0.3756038647343
"Wibg",0.287447584151202
"Wibg",0.366171207324035
"Eif4enif1",0.475157007736418
"Patz1",0.313144495147761
"Patz1",0.355999622694849
"Rnf185",0.0415805122060971
"Rnf185",0.612430535809429
"Rnf185",0.999986515200001
"Smtn",2.00898537391289e-08
"Smtn",5.42309863588559e-06
"Smtn",2.81764788421558e-05
"Smtn",0.999987086091113
"Tug1",0.0924516822432412
"Morc2a",0.485215409966644
"Gal3st1",0.749951403616445
"Ccdc157",8.48599395672427e-06
"Nf2",0.648427847990499
"Nf2",2.42956609558227e-05
"Ap1b1",2.36061964825758e-15
"Gas2l1",0.510631990201871
"Gas2l1",0.999992764253109
"Rhbdd3",8.88732700405082e-06
"Rhbdd3",0.762632810288047
"Znrf3",0.999987513868228
"Xbp1",0.999994320972961
"Xbp1",0.999994320972961
"Dbnl",0.131200203879068
"Camk2b",0.565870933364125
"Camk2b",1.34906772559099e-05
"Camk2b",0.434121432550755
"Camk2b",0.434129066635875
"Ogdh",3.80208624215299e-07
"Ogdh",1.50521589376764e-05
"Ogdh",0.0474636142516341
"Zmiz2",0.634291298474431
"Ccm2",0.999910575216722
"Tbrg4",0.670980224569247
"Sun3",1
"Zpbp",0.996543598225755
"Ikzf1",0.71722020420783
"Fignl1",0.200686699892997
"Grb10",0.78507143330766
"Cobl",0.915018076483932
"Vstm2a",0.189803026273548
"Sec61g",0.221613212878726
"Sec61g",0.0636010529982361
"2810442I21Rik",2.76611592580861e-15
"2810442I21Rik",5.96008746652591e-06
"2810442I21Rik",0.000172117504895419
"2810442I21Rik",2.64342123291295e-05
"Meis1",0.807989649497581
"Aftph",0.0733163051417359
"Aftph",0.999989232546204
"Vps54",0.258577383753878
"Ehbp1",0.676389108230753
"Xpo1",0.380160353597281
"Ahsa2",0.0889063695936547
"Bcl11a",0.125469511431053
"Fancl",0.942584149868158
"Fancl",0.94256602605666
"Fancl",1.81238114984456e-05
"Fancl",0.999980772208507
"Vrk2",0.999999992920229
"Ccdc85a",0.30434000506714
"Prorsd1",0.162925378102861
"Mtif2",0.105160192930463
"Mtif2",0.894839807069537
"Mtif2",0.105160192930463
"Mtif2",0.999966350630186
"Mtif2",0.610129192061749
"Mtif2",5.2658655424348e-05
"Rps27a",0.385418351770204
"1700034F02Rik",0.00450093585567033
"Rtn4",0.196736420951198
"Rtn4",0.608021426528767
"Chac2",0.831506074669736
"D630024D03Rik",0.0030876875760243
"Cpeb4",1.51765720474084e-05
"Cpeb4",0.785843691974417
"Rhbdf1",0.95716853501395
"Nprl3",0.689704587676951
"Nprl3",0.105514914022304
"Nprl3",0.109783316759003
"Nprl3",0.894485085977696
"Fbxw11",0.00493165068844591
"Fbxw11",0.0234479316097923
"Fbxw11",0.623460906854836
"Fbxw11",0.88915670810103
"Fgf18",0.00225678869858592
"Npm1",0.346643514948453
"Ranbp17",0.326736184620614
"Kcnip1",0.200355719667769
"Kcnip1",0.999987599650106
"Tenm2",0.438335807604251
"Tenm2",0.438335807604251
"Tenm2",0.561664192395749
"Nudcd2",0.93868329071881
"Gabrg2",0.0523137867697453
"Gabra6",0.00372038128062411
"Pttg1",0.0887291323215353
"Slu7",0.354730328154552
"Adra1b",1.93865814418457e-05
"Ebf1",0.847567725022452
"Ebf1",3.01640560309867e-09
"Ebf1",0.774766242021086
"Cyfip2",4.23423914566079e-07
"Itk",0.00805733627395477
"Med7",0.999992985352901
"Med7",0.918216347734097
"Dppa1",0.15390901317886
"Havcr1",3.28975326053117e-06
"Ifi47",0.0118432862960982
"Zfp62",0.0682522809028844
"Mgat1",0.999392809650735
"Scgb3a1",3.62482017941615e-07
"Cnot6",0.635328911889215
"Rnf130",0.853531633223832
"Tbc1d9b",0.0432686941212682
"Sqstm1",0.764640395471152
"Canx",0.966840292965171
"Zfp879",0.000137495665301162
"Zfp2",0.000348093254239123
"Hnrnpab",0.448767370349458
"Cdkl3",0.000420956138243423
"Cdkl3",1.7917399154101e-12
"Shroom1",0.99966986836909
"Sept8",0.375611396129235
"Kif3a",0.944152214773489
"Rapgef6",0.999999999968581
"Rapgef6",3.14187832537427e-11
"Rapgef6",1.83238852812963e-05
"Tnip1",0.999998565655256
"Tnip1",0.504931240704186
"Tnip1",0.490323676707391
"Tnip1",1.40737127927233e-06
"Tnip1",0.0529379429423968
"Tnip1",0.679151899148593
"Anxa6",0.480899215905486
"Glra1",0.0057884754246499
"Fam114a2",2.11615948784003e-05
"Mfap3",0.0882058919789014
"Gemin5",1
"Zfp692",0.996189167582062
"Zfp672",0.304446154360844
"Zfp672",0.997407567388034
"Zfp672",0.177683083213582
"Zfp672",0.000254389429794539
"Zfp672",0.572803461821348
"Zfp672",0.999745014402869
"Lypd8",0.906546955470736
"Fam183b",0.999999403535866
"Trim11",0.200919289374721
"Obscn",0.615615645952687
"Obscn",0.615615645952687
"Obscn",0.615615645952687
"Obscn",0.615615645952687
"Obscn",0.615615645952687
"Jmjd4",0.00311294723968278
"Jmjd4",0.00158921412465345
"Jmjd4",0.66236640918584
"Zkscan17",0.999842457087445
"Zkscan17",0.880984586414019
"Mprip",0.241772511769714
"Flcn",0.218459441865295
"Flcn",0.781540558134705
"Flcn",0.218459441865295
"Flcn",0.741085764750514
"Tom1l2",0.737382646921234
"Myo15",0.00600465498681225
"Myo15",0.0327993275834572
"Llgl1",0.53634328111251
"Dhrs7b",0.20126464639848
"Tmem11",0.0361325050934164
"Aldh3a1",2.60708892645099e-06
"Rnf112",0.999054595820578
"Mapk7",0.000151199961600163
"Mapk7",0.192152257726632
"Mapk7",0.9091541345495
"Mapk7",8.1126238888487e-11
"Epn2",1.27711089882153e-07
"Epn2",0.195080927329468
"Epn2",1.27711089882153e-07
"Prpsap2",1.15953524772775e-05
"Prpsap2",4.12985277210111e-06
"Ttc19",0.550438245950554
"Ncor1",0.262287482503848
"Ncor1",0.737712517496152
"Ncor1",0.737712517496152
"Ncor1",0.737712517496152
"Ncor1",0.737712517496152
"Ncor1",0.262287482503848
"Fbxw10",0.000128231667608677
"Arhgap44",0.950082776352053
"Myocd",0.999637860639184
"Tmem220",4.71039687118257e-07
"Gas7",0.973009055469123
"Usp43",0.999938468288672
"Pik3r6",0.999892087261374
"Rangrf",0.000353686612470369
"Ctc1",0.999950955975289
"Ctc1",0.858004098934883
"Tmem107",0.0414089462904901
"Trp53",0.207503033922618
"Cd68",0.999999872311112
"Cd68",2.30016639941695e-06
"Tnfsf12Tnfsf13",0.720425594043143
"Tnfsf12Tnfsf13",0.279574405956857
"Polr2a",0.996519139210185
"Fgf11",0.816250852707909
"Neurl4",0.999971429756617
"Eif5a",0.121025377032116
"Eif5a",0.0287430256795184
"Eif5a",2.92238894048448e-17
"Elp5",0.999925659520549
"Phf23",0.845306412327991
"Asgr1",0.999992030831392
"0610010K14Rik",0.819020226675555
"0610010K14Rik",0.328590929511643
"0610010K14Rik",0.0874281728340905
"Arrb2",0.282869082417222
"Arrb2",0.733603767981775
"Mink1",0.934262866733442
"Mink1",0.0686450885019571
"Eno3",0.25967032124913
"Eno3",2.40741170756076e-05
"Spag7",0.999999698834127
"Camta2",0.811640709510144
"Camta2",0.0559509240422253
"Camta2",0.0559404335848281
"Camta2",0.0644786185477344
"Inca1",0.999737489156555
"Inca1",0.000128069632101287
"Inca1",0.00541630022554409
"Inca1",5.05043291769382e-05
"Inca1",0.0229796806725224
"Inca1",6.46922600884074e-09
"Inca1",2.75050104196354e-07
"Rabep1",0.615924612457438
"Rabep1",0.000261992123836611
"Rabep1",0.999999999999995
"Nup88",0.997266737759334
"Nup88",0.997266737759334
"Nup88",0.0191090777137431
"Nup88",0.166634512589604
"Nup88",0.00273326224066557
"Rpain",1.8310364270639e-06
"Rpain",0.999998117776535
"Rpain",0.999998168963479
"Derl2",0.0313912306846304
"Pitpnm3",0.00490532787349639
"Atp2a3",0.695262304357774
"Atp2a3",0.104289442276654
"Atp2a3",0.130434887692563
"Olfr376",0.000438044472032974
"Srr",0.999966934102053
"Rpa1",4.0562441459117e-06
"Tlcd2",0.677268777452603
"Slc43a2",0.998766544819468
"Crk",0.653024162264137
"Crk",0.346974438732665
"Crk",0.653025075848307
"Timm22",0.903421818819912
"Coro6",5.05942820366731e-06
"Coro6",5.05942820366731e-06
"Myo18a",0.0170622947904149
"Myo18a",9.37882121190673e-06
"Myo18a",9.11651356478037e-06
"Myo18a",0.999232980699393
"Sez6",0.844819995817696
"Sez6",0.844819995817696
"Flot2",0.123196482810825
"Flot2",0.0418950359185009
"Tlcd1",0.999999999840986
"Tlcd1",0.499755754774548
"Sarm1",0.376408843519393
"Tnfaip1",0.471626926870106
"Lgals9",0.246864470630275
"Evi2a",1.04374344733785e-23
"Suz12",0.999981448703887
"Crlf3",0.999991613856841
"Rhot1",0.29030129755883
"Rhot1",0.477173190309607
"Zfp207",0.387646307155056
"Zfp207",0.999997218761412
"Zfp207",0.92825907369228
"Cct6b",0.000520467297155297
"Rffl",0.455574126070063
"Rffl",0.999893858677243
"Rad51d",0.960812325373127
"Rad51d",0.998107524510141
"Rad51d",0.0391876745952717
"Rad51d",0.999999999999434
"Rad51d",0.999999974566271
"Rad51d",0.0391876745965101
"Rad51d",0.999954581631293
"Slfn8",0.865324133123133
"Ap2b1",0.458858312905216
"Mmp28",0.999941067532791
"E230016K23Rik",0.999848046992825
"Hnf1b",0.422174962451353
"Bcas3",5.79132897260481e-06
"Bcas3",0.213243837741633
"Tubd1",0.273825031429972
"Tubd1",7.69945956179724e-06
"Sept4",6.12353222168275e-06
"Sept4",0.143126990871716
"Srsf1",0.437265986972206
"Mrps23",0.999999999999999
"Mrps23",0.999999999989111
"Mrps23",7.53352308909702e-06
"Mrps23",5.5117096889021e-16
"Mrps23",8.79593734978869e-17
"Mrps23",0.137623529449765
"Akap1",4.75766911650337e-30
"Spag9",3.861661228699e-06
"Spag9",0.112476048943546
"Spag9",2.06291967031038e-06
"Cacna1g",1.62327002846137e-19
"Cacna1g",0.999996742972635
"Cacna1g",0.00948201208190538
"Tmem92",0.83007628854452
"Kat7",0.829466550091341
"Kat7",0.999996083562798
"Gngt2",0.715589762105951
"Skap1",0.000249704258271593
"Skap1",2.30453100358387e-24
"Snx11",0.514871630487046
"Nfe2l1",0.999919485516013
"Nfe2l1",0.000939826164481781
"Plxdc1",0.00248345768400113
"Cdk12",0.243496713143929
"Zpbp2",0.000163802934070542
"Zpbp2",0.999836748628842
"Zpbp2",3.20402394164666e-06
"Zpbp2",5.23148382020989e-10
"Acly",0.69080770591684
"Stat5a",0.80033895017655
"Stat3",0.928381832990981
"Atp6v0a1",0.982432830426242
"Atp6v0a1",0.0175684083858778
"Atp6v0a1",0.383152752950508
"Atp6v0a1",0.955412031838838
"Mlx",0.864652350180412
"Mlx",0.108135425685694
"Fam134c",0.915736785379364
"Vps25",0.0461330682293433
"Vps25",0.0189711676044254
"Nbr1",0.886742044354208
"Nbr1",0.807701458790415
"Cd300lg",0.000273146783859271
"Cd300lg",0.00010919232142116
"Cd300lg",4.24050065364022e-08
"Cd300lg",1.06094364837286e-07
"Hdac5",0.11513020989873
"Hdac5",0.999943312378714
"Hdac5",5.66876212862239e-05
"Atxn7l3",0.174077480009149
"Ubtf",0.542878878425641
"Rundc3a",0.0519895121684989
"Rundc3a",0.0519895121684989
"Adam11",0.99997511260264
"Eftud2",0.882710970938969
"Eftud2",0.117289029061031
"Fmnl1",1.09768076156185e-05
"Mapt",0.999999999337507
"Mapt",0.648329308111867
"Mapt",0.999999999961833
"Cdc27",0.992271011289324
"Cdc27",0.057825763818105
"Tlk2",0.823964780493428
"Ace",0.229105832067185
"Strada",0.999990307849202
"Strada",0.999990307849202
"Pecam1",0.999934294955847
"Milr1",0.99983490771127
"Milr1",3.3448242857051e-05
"Milr1",2.38844568966405e-05
"Milr1",1.85654927668372e-05
"Milr1",0.99983490771127
"Milr1",0.158282857083249
"Cep95",0.999906457831466
"Nol11",0.827317042087489
"Kcnj16",1.20745990356472e-07
"Slc39a11",0.254467025275189
"Cpsf4l",1.55228573088205e-15
"Rpl38",0.411788346249973
"Cd300lf",0.996845123268832
"Gga3",0.918986661956161
"Mif4gd",0.906308148461561
"Slc25a19",0.999996244357247
"Slc25a19",0.0697176994695579
"Slc25a19",0.0547129724165864
"Slc25a19",0.950119409068065
"Llgl2",0.0130902892516113
"Itgb4",0.0527576357258388
"Unk",0.729995986108445
"Exoc7",0.0419887361490627
"Exoc7",0.0419887361490627
"Sphk1",0.999994098912115
"Aanat",0.000226186292565439
"1810032O08Rik",0.881948129968376
"1810032O08Rik",0.254162742951669
"Sec14l1",0.250689629055545
"Sec14l1",0.963788637777457
"Sec14l1",0.899036215103233
"Tk1",0.99985881282778
"Birc5",0.0488959552772941
"Cant1",0.110028844056796
"Cant1",0.39829344315053
"Cant1",0.841735030763844
"Rbfox3",0.797615103039228
"Rbfox3",0.999265645475657
"Rbfox3",0.228653844965869
"Rbfox3",0.349395387719737
"Rptoros",6.61564101153018e-05
"Baiap2",0.961198085249058
"Aatk",1.56143003026568e-05
"Slc38a10",0.0310995821499323
"Nploc4",0.983330492535774
"Myadml2",0.998857728858344
"Aspscr1",0.999999999895828
"Slc16a3",0.999965153221481
"Csnk1d",0.769193894769136
"BC017643",0.999999999999608
"BC017643",0.938425240865863
"BC017643",0.941620377354653
"BC017643",0.485832759988002
"Hexdc",0.795857552507169
"Asxl2",0.750173222643294
"Dtnb",0.423508966428829
"Dtnb",0.999999996647494
"Dtnb",2.6004130444138e-06
"Pomc",0.00806421208316472
"Pomc",0.112685198485046
"Pomc",0.000116653850922165
"Pomc",0.514457768052516
"Pomc",0.000972435460664678
